"x","y"
-1.9766,-0.508066588491045
-1.9765,-0.510034019480877
-1.9764,-0.511988061957805
-1.9763,-0.513928694006255
-1.9762,-0.515855893932396
-1.9761,-0.517769640264214
-1.976,-0.519669911751601
-1.9759,-0.521556687366436
-1.9758,-0.52342994630266
-1.9757,-0.525289667976345
-1.9756,-0.527135832025766
-1.9755,-0.528968418311465
-1.9754,-0.530787406916315
-1.9753,-0.532592778145573
-1.9752,-0.534384512526937
-1.9751,-0.5361625908106
-1.975,-0.53792699396929
-1.9749,-0.53967770319832
-1.9748,-0.541414699915624
-1.9747,-0.543137965761797
-1.9746,-0.544847482600119
-1.9745,-0.546543232516598
-1.9744,-0.548225197819988
-1.9743,-0.549893361041814
-1.9742,-0.551547704936382
-1.9741,-0.553188212480808
-1.974,-0.55481486687502
-1.9739,-0.55642765154177
-1.9738,-0.558026550126635
-1.9737,-0.559611546498025
-1.9736,-0.561182624747173
-1.9735,-0.562739769188135
-1.9734,-0.564282964357778
-1.9733,-0.565812195015765
-1.9732,-0.567327446144545
-1.9731,-0.568828702949329
-1.973,-0.570315950858067
-1.9729,-0.571789175521418
-1.9728,-0.573248362812733
-1.9727,-0.574693498828
-1.9726,-0.576124569885828
-1.9725,-0.577541562527396
-1.9724,-0.57894446351641
-1.9723,-0.580333259839058
-1.9722,-0.581707938703957
-1.9721,-0.583068487542101
-1.972,-0.584414894006805
-1.9719,-0.585747145973636
-1.9718,-0.587065231540361
-1.9717,-0.588369139026872
-1.9716,-0.589658856975112
-1.9715,-0.59093437414901
-1.9714,-0.592195679534398
-1.9713,-0.593442762338928
-1.9712,-0.594675611991991
-1.9711,-0.595894218144631
-1.971,-0.597098570669448
-1.9709,-0.598288659660509
-1.9708,-0.59946447543325
-1.9707,-0.600626008524373
-1.9706,-0.601773249691739
-1.9705,-0.602906189914269
-1.9704,-0.604024820391826
-1.9703,-0.605129132545105
-1.9702,-0.606219118015513
-1.9701,-0.60729476866505
-1.97,-0.608356076576184
-1.9699,-0.609403034051726
-1.9698,-0.610435633614697
-1.9697,-0.611453868008198
-1.9696,-0.612457730195269
-1.9695,-0.613447213358751
-1.9694,-0.614422310901148
-1.9693,-0.615383016444471
-1.9692,-0.616329323830094
-1.9691,-0.617261227118603
-1.969,-0.618178720589636
-1.9689,-0.619081798741726
-1.9688,-0.619970456292139
-1.9687,-0.620844688176711
-1.9686,-0.62170448954967
-1.9685,-0.622549855783477
-1.9684,-0.623380782468644
-1.9683,-0.624197265413559
-1.9682,-0.624999300644301
-1.9681,-0.625786884404462
-1.968,-0.626560013154953
-1.9679,-0.627318683573821
-1.9678,-0.628062892556049
-1.9677,-0.628792637213366
-1.9676,-0.629507914874041
-1.9675,-0.630208723082688
-1.9674,-0.630895059600051
-1.9673,-0.631566922402806
-1.9672,-0.632224309683343
-1.9671,-0.632867219849551
-1.967,-0.633495651524604
-1.9669,-0.634109603546738
-1.9668,-0.634709074969029
-1.9667,-0.635294065059166
-1.9666,-0.635864573299217
-1.9665,-0.636420599385407
-1.9664,-0.636962143227872
-1.9663,-0.637489204950427
-1.9662,-0.63800178489032
-1.9661,-0.638499883597995
-1.966,-0.638983501836836
-1.9659,-0.639452640582923
-1.9658,-0.639907301024777
-1.9657,-0.640347484563106
-1.9656,-0.640773192810542
-1.9655,-0.641184427591385
-1.9654,-0.641581190941334
-1.9653,-0.641963485107221
-1.9652,-0.642331312546744
-1.9651,-0.64268467592819
-1.965,-0.643023578130158
-1.9649,-0.643348022241287
-1.9648,-0.643658011559968
-1.9647,-0.643953549594063
-1.9646,-0.644234640060618
-1.9645,-0.644501286885571
-1.9644,-0.644753494203461
-1.9643,-0.644991266357134
-1.9642,-0.645214607897442
-1.9641,-0.645423523582946
-1.964,-0.645618018379606
-1.9639,-0.645798097460483
-1.9638,-0.645963766205424
-1.9637,-0.646115030200752
-1.9636,-0.646251895238952
-1.9635,-0.646374367318353
-1.9634,-0.646482452642811
-1.9633,-0.646576157621383
-1.9632,-0.646655488868003
-1.9631,-0.646720453201155
-1.963,-0.646771057643545
-1.9629,-0.64680730942176
-1.9628,-0.646829215965944
-1.9627,-0.646836784909449
-1.9626,-0.646830024088501
-1.9625,-0.646808941541853
-1.9624,-0.646773545510441
-1.9623,-0.646723844437037
-1.9622,-0.646659846965892
-1.9621,-0.646581561942389
-1.962,-0.646488998412684
-1.9619,-0.646382165623344
-1.9618,-0.646261073020993
-1.9617,-0.646125730251942
-1.9616,-0.645976147161827
-1.9615,-0.645812333795236
-1.9614,-0.645634300395342
-1.9613,-0.645442057403526
-1.9612,-0.645235615459003
-1.9611,-0.645014985398444
-1.961,-0.644780178255592
-1.9609,-0.644531205260881
-1.9608,-0.644268077841049
-1.9607,-0.643990807618752
-1.9606,-0.643699406412168
-1.9605,-0.643393886234613
-1.9604,-0.643074259294134
-1.9603,-0.642740537993121
-1.9602,-0.642392734927902
-1.9601,-0.642030862888342
-1.96,-0.641654934857437
-1.9599,-0.641264964010909
-1.9598,-0.640860963716794
-1.9597,-0.640442947535032
-1.9596,-0.640010929217052
-1.9595,-0.639564922705356
-1.9594,-0.639104942133101
-1.9593,-0.638631001823676
-1.9592,-0.638143116290281
-1.9591,-0.637641300235503
-1.959,-0.637125568550883
-1.9589,-0.636595936316491
-1.9588,-0.636052418800492
-1.9587,-0.635495031458713
-1.9586,-0.634923789934206
-1.9585,-0.634338710056808
-1.9584,-0.633739807842701
-1.9583,-0.633127099493972
-1.9582,-0.632500601398161
-1.9581,-0.631860330127822
-1.958,-0.631206302440069
-1.9579,-0.630538535276122
-1.9578,-0.629857045760862
-1.9577,-0.629161851202365
-1.9576,-0.628452969091452
-1.9575,-0.627730417101227
-1.9574,-0.626994213086611
-1.9573,-0.626244375083887
-1.9572,-0.625480921310223
-1.9571,-0.624703870163213
-1.957,-0.623913240220403
-1.9569,-0.623109050238819
-1.9568,-0.622291319154495
-1.9567,-0.621460066081991
-1.9566,-0.620615310313924
-1.9565,-0.619757071320483
-1.9564,-0.618885368748948
-1.9563,-0.618000222423201
-1.9562,-0.61710165234325
-1.9561,-0.616189678684733
-1.956,-0.615264321798434
-1.9559,-0.614325602209788
-1.9558,-0.613373540618386
-1.9557,-0.612408157897486
-1.9556,-0.611429475093512
-1.9555,-0.61043751342555
-1.9554,-0.609432294284857
-1.9553,-0.608413839234352
-1.9552,-0.607382170008113
-1.9551,-0.606337308510869
-1.955,-0.605279276817497
-1.9549,-0.604208097172502
-1.9548,-0.603123791989519
-1.9547,-0.602026383850786
-1.9546,-0.600915895506636
-1.9545,-0.599792349874984
-1.9544,-0.598655770040797
-1.9543,-0.597506179255581
-1.9542,-0.59634360093686
-1.9541,-0.595168058667644
-1.954,-0.593979576195913
-1.9539,-0.592778177434086
-1.9538,-0.591563886458487
-1.9537,-0.590336727508826
-1.9536,-0.589096724987653
-1.9535,-0.587843903459832
-1.9534,-0.586578287652008
-1.9533,-0.585299902452064
-1.9532,-0.584008772908582
-1.9531,-0.582704924230306
-1.953,-0.581388381785599
-1.9529,-0.580059171101904
-1.9528,-0.578717317865184
-1.9527,-0.577362847919398
-1.9526,-0.575995787265927
-1.9525,-0.574616162063051
-1.9524,-0.573223998625377
-1.9523,-0.571819323423294
-1.9522,-0.570402163082422
-1.9521,-0.568972544383048
-1.952,-0.567530494259577
-1.9519,-0.56607603979997
-1.9518,-0.564609208245181
-1.9517,-0.5631300269886
-1.9516,-0.56163852357549
-1.9515,-0.560134725702419
-1.9514,-0.558618661216694
-1.9513,-0.557090358115799
-1.9512,-0.555549844546823
-1.9511,-0.553997148805889
-1.951,-0.552432299337582
-1.9509,-0.550855324734381
-1.9508,-0.549266253736081
-1.9507,-0.547665115229219
-1.9506,-0.546051938246498
-1.9505,-0.544426751966201
-1.9504,-0.542789585711631
-1.9503,-0.541140468950509
-1.9502,-0.539479431294402
-1.9501,-0.537806502498142
-1.95,-0.536121712459235
-1.9499,-0.534425091217282
-1.9498,-0.532716668953385
-1.9497,-0.530996475989569
-1.9496,-0.529264542788178
-1.9495,-0.527520899951304
-1.9494,-0.525765578220174
-1.9493,-0.523998608474574
-1.9492,-0.522220021732244
-1.9491,-0.52042984914829
-1.949,-0.518628122014585
-1.9489,-0.516814871759169
-1.9488,-0.514990129945655
-1.9487,-0.513153928272623
-1.9486,-0.511306298573021
-1.9485,-0.509447272813583
-1.9484,-0.507576883094186
-1.9483,-0.505695161647277
-1.9482,-0.503802140837261
-1.9481,-0.501897853159889
-1.948,-0.499982331241653
-1.9479,-0.498055607839186
-1.9478,-0.496117715838637
-1.9477,-0.494168688255075
-1.9476,-0.492208558231874
-1.9475,-0.490237359040093
-1.9474,-0.488255124077874
-1.9473,-0.48626188686982
-1.9472,-0.48425768106638
-1.9471,-0.482242540443243
-1.947,-0.480216498900706
-1.9469,-0.478179590463064
-1.9468,-0.476131849277997
-1.9467,-0.474073309615935
-1.9466,-0.472004005869454
-1.9465,-0.469923972552636
-1.9464,-0.467833244300473
-1.9463,-0.465731855868217
-1.9462,-0.463619842130769
-1.9461,-0.461497238082051
-1.946,-0.459364078834385
-1.9459,-0.457220399617858
-1.9458,-0.455066235779703
-1.9457,-0.452901622783669
-1.9456,-0.450726596209387
-1.9455,-0.448541191751744
-1.9454,-0.446345445220253
-1.9453,-0.444139392538425
-1.9452,-0.441923069743126
-1.9451,-0.439696512983959
-1.945,-0.437459758522617
-1.9449,-0.435212842732262
-1.9448,-0.432955802096877
-1.9447,-0.430688673210641
-1.9446,-0.428411492777282
-1.9445,-0.426124297609467
-1.9444,-0.42382712462812
-1.9443,-0.421520010861828
-1.9442,-0.419202993446167
-1.9441,-0.416876109623092
-1.944,-0.414539396740277
-1.9439,-0.412192892250483
-1.9438,-0.409836633710915
-1.9437,-0.407470658782582
-1.9436,-0.405095005229654
-1.9435,-0.402709710918811
-1.9434,-0.400314813818619
-1.9433,-0.397910351998865
-1.9432,-0.395496363629925
-1.9431,-0.393072886982117
-1.943,-0.39063996042505
-1.9429,-0.388197622426992
-1.9428,-0.385745911554203
-1.9427,-0.383284866470308
-1.9426,-0.380814525935635
-1.9425,-0.37833492880657
-1.9424,-0.37584611403493
-1.9423,-0.373348120667276
-1.9422,-0.370840987844292
-1.9421,-0.368324754800128
-1.942,-0.365799460861748
-1.9419,-0.363265145448279
-1.9418,-0.360721848070369
-1.9417,-0.358169608329528
-1.9416,-0.355608465917471
-1.9415,-0.353038460615484
-1.9414,-0.350459632293752
-1.9413,-0.347872020910722
-1.9412,-0.345275666512442
-1.9411,-0.342670609231907
-1.941,-0.340056889288413
-1.9409,-0.337434546986898
-1.9408,-0.334803622717289
-1.9407,-0.332164156953848
-1.9406,-0.329516190254512
-1.9405,-0.326859763260246
-1.9404,-0.324194916694396
-1.9403,-0.321521691362014
-1.9402,-0.318840128149207
-1.9401,-0.316150268022497
-1.94,-0.313452152028148
-1.9399,-0.310745821291519
-1.9398,-0.308031317016405
-1.9397,-0.305308680484378
-1.9396,-0.302577953054141
-1.9395,-0.299839176160854
-1.9394,-0.297092391315493
-1.9393,-0.29433764010419
-1.9392,-0.291574964187561
-1.9391,-0.288804405300075
-1.939,-0.286026005249371
-1.9389,-0.283239805915624
-1.9388,-0.280445849250857
-1.9387,-0.277644177278325
-1.9386,-0.274834832091817
-1.9385,-0.272017855855016
-1.9384,-0.269193290800856
-1.9383,-0.266361179230842
-1.9382,-0.26352156351439
-1.9381,-0.260674486088194
-1.938,-0.257819989455539
-1.9379,-0.254958116185667
-1.9378,-0.252088908913108
-1.9377,-0.24921241033702
-1.9376,-0.246328663220539
-1.9375,-0.243437710390114
-1.9374,-0.240539594734858
-1.9373,-0.237634359205877
-1.9372,-0.234722046815634
-1.9371,-0.231802700637265
-1.937,-0.228876363803941
-1.9369,-0.225943079508205
-1.9368,-0.223002891001315
-1.9367,-0.220055841592586
-1.9366,-0.217101974648733
-1.9365,-0.214141333593215
-1.9364,-0.211173961905579
-1.9363,-0.208199903120815
-1.9362,-0.205219200828667
-1.9361,-0.202231898673014
-1.936,-0.199238040351189
-1.9359,-0.196237669613335
-1.9358,-0.193230830261751
-1.9357,-0.190217566150225
-1.9356,-0.187197921183392
-1.9355,-0.184171939316075
-1.9354,-0.18113966455262
-1.9353,-0.178101140946258
-1.9352,-0.175056412598442
-1.9351,-0.172005523658194
-1.935,-0.168948518321454
-1.9349,-0.165885440830421
-1.9348,-0.162816335472905
-1.9347,-0.159741246581677
-1.9346,-0.156660218533803
-1.9345,-0.153573295750007
-1.9344,-0.150480522694022
-1.9343,-0.147381943871916
-1.9342,-0.144277603831464
-1.9341,-0.141167547161484
-1.934,-0.13805181849119
-1.9339,-0.134930462489551
-1.9338,-0.131803523864623
-1.9337,-0.128671047362918
-1.9336,-0.125533077768741
-1.9335,-0.122389659903552
-1.9334,-0.119240838625316
-1.9333,-0.116086658827843
-1.9332,-0.112927165440166
-1.9331,-0.109762403425863
-1.933,-0.106592417782438
-1.9329,-0.103417253540664
-1.9328,-0.100236955763927
-1.9327,-0.0970515695476067
-1.9326,-0.0938611400184046
-1.9325,-0.0906657123337192
-1.9324,-0.0874653316809884
-1.9323,-0.0842600432770692
-1.9322,-0.0810498923675668
-1.9321,-0.0778349242262116
-1.932,-0.0746151841542049
-1.9319,-0.0713907174795975
-1.9318,-0.0681615695566271
-1.9317,-0.0649277857650907
-1.9316,-0.0616894115097065
-1.9315,-0.0584464922194708
-1.9314,-0.0551990733470247
-1.9313,-0.051947200368002
-1.9312,-0.04869091878042
-1.9311,-0.0454302741040124
-1.931,-0.042165311879618
-1.9309,-0.0388960776685279
-1.9308,-0.0356226170518688
-1.9307,-0.0323449756299518
-1.9306,-0.0290631990216463
-1.9305,-0.0257773328637511
-1.9304,-0.0224874228103684
-1.9303,-0.0191935145322472
-1.9302,-0.015895653716182
-1.9301,-0.0125938860643663
-1.93,-0.00928825729376759
-1.9299,-0.00597881313549808
-1.9298,-0.00266559933418747
-1.9297,0.000651338352634034
-1.9296,0.00397195415518542
-1.9295,0.00729620229203387
-1.9294,0.0106240369707425
-1.9293,0.013955412388475
-1.9292,0.0172902827326348
-1.9291,0.0206286021814785
-1.929,0.023970324904737
-1.9289,0.0273154050642403
-1.9288,0.0306637968145406
-1.9287,0.0340154543035222
-1.9286,0.0373703316730332
-1.9285,0.0407283830594901
-1.9284,0.0440895625945115
-1.9283,0.0474538244054978
-1.9282,0.0508211226162996
-1.9281,0.0541914113477924
-1.928,0.0575646447185072
-1.9279,0.0609407768452332
-1.9278,0.0643197618436466
-1.9277,0.0677015538289049
-1.9276,0.0710861069162574
-1.9275,0.0744733752216677
-1.9274,0.0778633128624162
-1.9273,0.0812558739577037
-1.9272,0.0846510126292618
-1.9271,0.0880486830019555
-1.927,0.0914488392043948
-1.9269,0.0948514353695318
-1.9268,0.0982564256352675
-1.9267,0.101663764145057
-1.9266,0.105073405048502
-1.9265,0.108485302501962
-1.9264,0.111899410669125
-1.9263,0.115315683721674
-1.9262,0.118734075839791
-1.9261,0.122154541212827
-1.926,0.125577034039873
-1.9259,0.129001508530343
-1.9258,0.132427918904581
-1.9257,0.135856219394462
-1.9256,0.139286364243954
-1.9255,0.142718307709737
-1.9254,0.14615200406178
-1.9253,0.149587407583932
-1.9252,0.15302447257451
-1.9251,0.15646315334688
-1.925,0.159903404230053
-1.9249,0.163345179569256
-1.9248,0.166788433726527
-1.9247,0.170233121081291
-1.9246,0.173679196030947
-1.9245,0.177126612991434
-1.9244,0.180575326397833
-1.9243,0.184025290704911
-1.9242,0.187476460387739
-1.9241,0.190928789942237
-1.924,0.194382233885759
-1.9239,0.197836746757671
-1.9238,0.201292283119914
-1.9237,0.204748797557579
-1.9236,0.208206244679479
-1.9235,0.211664579118722
-1.9234,0.215123755533261
-1.9233,0.218583728606486
-1.9232,0.222044453047775
-1.9231,0.225505883593047
-1.923,0.228967975005358
-1.9229,0.232430682075429
-1.9228,0.235893959622231
-1.9227,0.239357762493522
-1.9226,0.242822045566435
-1.9225,0.24628676374801
-1.9224,0.249751871975753
-1.9223,0.253217325218217
-1.9222,0.256683078475508
-1.9221,0.260149086779881
-1.922,0.263615305196278
-1.9219,0.267081688822869
-1.9218,0.270548192791609
-1.9217,0.274014772268785
-1.9216,0.277481382455563
-1.9215,0.280947978588519
-1.9214,0.284414515940211
-1.9213,0.2878809498197
-1.9212,0.291347235573087
-1.9211,0.294813328584081
-1.921,0.298279184274505
-1.9209,0.301744758104851
-1.9208,0.305210005574818
-1.9207,0.308674882223838
-1.9206,0.312139343631615
-1.9205,0.31560334541866
-1.9204,0.319066843246818
-1.9203,0.322529792819782
-1.9202,0.325992149883658
-1.9201,0.329453870227458
-1.92,0.332914909683646
-1.9199,0.336375224128655
-1.9198,0.339834769483407
-1.9197,0.343293501713841
-1.9196,0.346751376831428
-1.9195,0.350208350893696
-1.9194,0.353664380004741
-1.9193,0.35711942031575
-1.9192,0.360573428025505
-1.9191,0.364026359380916
-1.919,0.367478170677513
-1.9189,0.370928818259968
-1.9188,0.374378258522597
-1.9187,0.377826447909882
-1.9186,0.381273342916959
-1.9185,0.384718900090141
-1.9184,0.388163076027404
-1.9183,0.391605827378914
-1.9182,0.395047110847487
-1.9181,0.398486883189144
-1.918,0.401925101213561
-1.9179,0.405361721784595
-1.9178,0.40879670182076
-1.9177,0.41222999829574
-1.9176,0.415661568238864
-1.9175,0.419091368735608
-1.9174,0.42251935692808
-1.9173,0.42594549001551
-1.9172,0.429369725254738
-1.9171,0.432792019960695
-1.917,0.436212331506889
-1.9169,0.439630617325891
-1.9168,0.443046834909806
-1.9167,0.44646094181077
-1.9166,0.449872895641404
-1.9165,0.453282654075313
-1.9164,0.456690174847552
-1.9163,0.460095415755081
-1.9162,0.463498334657277
-1.9161,0.466898889476368
-1.916,0.470297038197927
-1.9159,0.473692738871325
-1.9158,0.477085949610191
-1.9157,0.480476628592898
-1.9156,0.483864734063014
-1.9155,0.487250224329752
-1.9154,0.490633057768453
-1.9153,0.494013192821025
-1.9152,0.497390587996416
-1.9151,0.500765201871055
-1.915,0.504136993089313
-1.9149,0.507505920363951
-1.9148,0.510871942476578
-1.9147,0.514235018278094
-1.9146,0.517595106689137
-1.9145,0.520952166700542
-1.9144,0.524306157373763
-1.9143,0.527657037841338
-1.9142,0.531004767307299
-1.9141,0.53434930504766
-1.914,0.537690610410812
-1.9139,0.541028642817984
-1.9138,0.544363361763664
-1.9137,0.547694726816043
-1.9136,0.551022697617442
-1.9135,0.554347233884738
-1.9134,0.557668295409804
-1.9133,0.560985842059924
-1.9132,0.564299833778229
-1.9131,0.567610230584116
-1.913,0.570916992573665
-1.9129,0.574220079920069
-1.9128,0.577519452874049
-1.9127,0.580815071764277
-1.9126,0.584106896997783
-1.9125,0.587394889060366
-1.9124,0.590679008517023
-1.9123,0.593959216012351
-1.9122,0.597235472270962
-1.9121,0.60050773809786
-1.912,0.6037759743789
-1.9119,0.607040142081154
-1.9118,0.610300202253326
-1.9117,0.613556116026151
-1.9116,0.616807844612799
-1.9115,0.620055349309268
-1.9114,0.62329859149478
-1.9113,0.626537532632188
-1.9112,0.629772134268341
-1.9111,0.633002358034514
-1.911,0.636228165646766
-1.9109,0.639449518906335
-1.9108,0.642666379700041
-1.9107,0.645878710000653
-1.9106,0.649086471867271
-1.9105,0.652289627445729
-1.9104,0.655488138968946
-1.9103,0.658681968757335
-1.9102,0.661871079219138
-1.9101,0.665055432850844
-1.91,0.668234992237537
-1.9099,0.671409720053283
-1.9098,0.674579579061477
-1.9097,0.677744532115232
-1.9096,0.680904542157744
-1.9095,0.684059572222637
-1.9094,0.687209585434354
-1.9093,0.69035454500849
-1.9092,0.693494414252183
-1.9091,0.696629156564439
-1.909,0.699758735436511
-1.9089,0.702883114452248
-1.9088,0.706002257288443
-1.9087,0.709116127715193
-1.9086,0.712224689596233
-1.9085,0.715327906889307
-1.9084,0.718425743646483
-1.9083,0.721518164014537
-1.9082,0.724605132235264
-1.9081,0.727686612645809
-1.908,0.730762569679058
-1.9079,0.733832967863926
-1.9078,0.736897771825714
-1.9077,0.739956946286438
-1.9076,0.743010456065158
-1.9075,0.746058266078322
-1.9074,0.749100341340079
-1.9073,0.752136646962618
-1.9072,0.755167148156485
-1.9071,0.758191810230907
-1.907,0.761210598594125
-1.9069,0.764223478753705
-1.9068,0.767230416316849
-1.9067,0.770231376990728
-1.9066,0.773226326582792
-1.9065,0.77621523100108
-1.9064,0.779198056254526
-1.9063,0.782174768453289
-1.9062,0.785145333809026
-1.9061,0.788109718635238
-1.906,0.791067889347557
-1.9059,0.794019812464035
-1.9058,0.796965454605478
-1.9057,0.799904782495707
-1.9056,0.802837762961889
-1.9055,0.805764362934809
-1.9054,0.808684549449183
-1.9053,0.811598289643937
-1.9052,0.814505550762497
-1.9051,0.817406300153096
-1.905,0.820300505269038
-1.9049,0.823188133668997
-1.9048,0.8260691530173
